Dist Code,Year,State Code,State Name,Dist Name,Crop,Area_ha,Yield_kg_per_ha,N_req_kg_per_ha,P_req_kg_per_ha,K_req_kg_per_ha,Total_N_kg,Total_P_kg,Total_K_kg,Temperature_C,Humidity_%,pH,Rainfall_mm,Wind_Speed_m_s,Solar_Radiation_MJ_m2_day
71,2009,5,Karnataka,Chickmagalur,maize,10700,2752.34,74.31318,33.02808,46.78978,795151.026,353400.456,500650.646,22,70,6,800,2.5,20
71,2009,5,Karnataka,Chickmagalur,chickpea,7840,505.1,9.0918,5.051,9.0918,71279.712,39599.84,71279.712,20,60,6.5,600,1.5,16
71,2009,5,Karnataka,Chickmagalur,cotton,1030,233.01,6.29127,2.79612,6.29127,6480.0081,2880.0036,6480.0081,28,65,6,700,3,22
71,2010,5,Karnataka,Chickmagalur,rice,44060,2620.97,65.52425,31.45164,57.66134,2886998.455,1385759.258,2540558.64,25,80,6.5,1200,2,18
71,2010,5,Karnataka,Chickmagalur,maize,15590,3288.65,88.79355,39.4638,55.90705,1384291.445,615240.642,871590.9095,22,70,6,800,2.5,20
71,2010,5,Karnataka,Chickmagalur,chickpea,7780,744.22,13.39596,7.4422,13.39596,104220.5688,57900.316,104220.5688,20,60,6.5,600,1.5,16
71,2010,5,Karnataka,Chickmagalur,cotton,880,375,10.125,4.5,10.125,8910,3960,8910,28,65,6,700,3,22
71,2011,5,Karnataka,Chickmagalur,rice,45380,2572.94,64.3235,30.87528,56.60468,2919000.43,1401120.206,2568720.378,25,80,6.5,1200,2,18
71,2011,5,Karnataka,Chickmagalur,maize,25060,2513.97,67.87719,30.16764,42.73749,1701002.381,756001.0584,1071001.499,22,70,6,800,2.5,20
71,2011,5,Karnataka,Chickmagalur,chickpea,6940,597.98,10.76364,5.9798,10.76364,74699.6616,41499.812,74699.6616,20,60,6.5,600,1.5,16
71,2011,5,Karnataka,Chickmagalur,cotton,1030,194.17,5.24259,2.33004,5.24259,5399.8677,2399.9412,5399.8677,28,65,6,700,3,22
71,2012,5,Karnataka,Chickmagalur,rice,37990,2302.45,57.56125,27.6294,50.6539,2186751.887,1049640.906,1924341.661,25,80,6.5,1200,2,18
71,2012,5,Karnataka,Chickmagalur,maize,17390,2077.63,56.09601,24.93156,35.31971,975509.6139,433559.8284,614209.7569,22,70,6,800,2.5,20
71,2012,5,Karnataka,Chickmagalur,chickpea,8310,624.55,11.2419,6.2455,11.2419,93420.189,51900.105,93420.189,20,60,6.5,600,1.5,16
71,2012,5,Karnataka,Chickmagalur,cotton,1160,146.55,3.95685,1.7586,3.95685,4589.946,2039.976,4589.946,28,65,6,700,3,22
71,2013,5,Karnataka,Chickmagalur,rice,41050,2730.82,68.2705,32.76984,60.07804,2802504.025,1345201.932,2466203.542,25,80,6.5,1200,2,18
71,2013,5,Karnataka,Chickmagalur,maize,28080,2591.17,69.96159,31.09404,44.04989,1964521.447,873120.6432,1236920.911,22,70,6,800,2.5,20
71,2013,5,Karnataka,Chickmagalur,chickpea,8280,780.19,14.04342,7.8019,14.04342,116279.5176,64599.732,116279.5176,20,60,6.5,600,1.5,16
71,2013,5,Karnataka,Chickmagalur,cotton,1300,192.31,5.19237,2.30772,5.19237,6750.081,3000.036,6750.081,28,65,6,700,3,22
71,2014,5,Karnataka,Chickmagalur,rice,40340,2610.31,65.25775,31.32372,57.42682,2632497.635,1263598.865,2316597.919,25,80,6.5,1200,2,18
71,2014,5,Karnataka,Chickmagalur,maize,23590,2577.36,69.58872,30.92832,43.81512,1641597.905,729599.0688,1033598.681,22,70,6,800,2.5,20
71,2014,5,Karnataka,Chickmagalur,chickpea,9300,918.28,16.52904,9.1828,16.52904,153720.072,85400.04,153720.072,20,60,6.5,600,1.5,16
71,2014,5,Karnataka,Chickmagalur,cotton,1840,293.48,7.92396,3.52176,7.92396,14580.0864,6480.0384,14580.0864,28,65,6,700,3,22
71,2015,5,Karnataka,Chickmagalur,rice,33040,2673.12,66.828,32.07744,58.80864,2207997.12,1059838.618,1943037.466,25,80,6.5,1200,2,18
71,2015,5,Karnataka,Chickmagalur,maize,25830,2387.53,64.46331,28.65036,40.58801,1665087.297,740038.7988,1048388.298,22,70,6,800,2.5,20
71,2015,5,Karnataka,Chickmagalur,chickpea,13250,1206.79,21.72222,12.0679,21.72222,287819.415,159899.675,287819.415,20,60,6.5,600,1.5,16
71,2015,5,Karnataka,Chickmagalur,cotton,1360,250,6.75,3,6.75,9180,4080,9180,28,65,6,700,3,22
71,2016,5,Karnataka,Chickmagalur,rice,29930,2400.32,60.008,28.80384,52.80704,1796039.44,862098.9312,1580514.707,25,80,6.5,1200,2,18
71,2016,5,Karnataka,Chickmagalur,maize,28470,3521.66,95.08482,42.25992,59.86822,2707064.825,1203139.922,1704448.223,22,70,6,800,2.5,20
71,2016,5,Karnataka,Chickmagalur,chickpea,3970,252.77,4.54986,2.5277,4.54986,18062.9442,10034.969,18062.9442,20,60,6.5,600,1.5,16
71,2016,5,Karnataka,Chickmagalur,cotton,1570,115.68,3.12336,1.38816,3.12336,4903.6752,2179.4112,4903.6752,28,65,6,700,3,22
71,2017,5,Karnataka,Chickmagalur,rice,26900,2402.86,60.0715,28.83432,52.86292,1615923.35,775643.208,1422012.548,25,80,6.5,1200,2,18
71,2017,5,Karnataka,Chickmagalur,maize,15290,2957.35,79.84845,35.4882,50.27495,1220882.801,542614.578,768703.9855,22,70,6,800,2.5,20
71,2017,5,Karnataka,Chickmagalur,chickpea,11270,723.88,13.02984,7.2388,13.02984,146846.2968,81581.276,146846.2968,20,60,6.5,600,1.5,16
71,2017,5,Karnataka,Chickmagalur,cotton,1880,372.14,10.04778,4.46568,10.04778,18889.8264,8395.4784,18889.8264,28,65,6,700,3,22
72,1966,5,Karnataka,Chitradurga,rice,27000,1444.44,36.111,17.33328,31.77768,974997,467998.56,857997.36,25,80,6.5,1200,2,18
72,1966,5,Karnataka,Chitradurga,maize,1000,1000,27,12,17,27000,12000,17000,22,70,6,800,2.5,20
72,1966,5,Karnataka,Chitradurga,chickpea,7000,285.71,5.14278,2.8571,5.14278,35999.46,19999.7,35999.46,20,60,6.5,600,1.5,16
72,1966,5,Karnataka,Chitradurga,cotton,47000,85.11,2.29797,1.02132,2.29797,108004.59,48002.04,108004.59,28,65,6,700,3,22
72,1967,5,Karnataka,Chitradurga,rice,25000,1080,27,12.96,23.76,675000,324000,594000,25,80,6.5,1200,2,18
72,1967,5,Karnataka,Chitradurga,maize,1000,1000,27,12,17,27000,12000,17000,22,70,6,800,2.5,20
72,1967,5,Karnataka,Chitradurga,chickpea,2000,500,9,5,9,18000,10000,18000,20,60,6.5,600,1.5,16
72,1967,5,Karnataka,Chitradurga,cotton,37000,54.05,1.45935,0.6486,1.45935,53995.95,23998.2,53995.95,28,65,6,700,3,22
72,1968,5,Karnataka,Chitradurga,rice,28700,2125.44,53.136,25.50528,46.75968,1525003.2,732001.536,1342002.816,25,80,6.5,1200,2,18
72,1968,5,Karnataka,Chitradurga,maize,1300,769.23,20.76921,9.23076,13.07691,26999.973,11999.988,16999.983,22,70,6,800,2.5,20
72,1968,5,Karnataka,Chitradurga,chickpea,1500,666.67,12.00006,6.6667,12.00006,18000.09,10000.05,18000.09,20,60,6.5,600,1.5,16
72,1968,5,Karnataka,Chitradurga,cotton,30100,66.45,1.79415,0.7974,1.79415,54003.915,24001.74,54003.915,28,65,6,700,3,22
72,1969,5,Karnataka,Chitradurga,rice,43100,1649.65,41.24125,19.7958,36.2923,1777497.875,853198.98,1564198.13,25,80,6.5,1200,2,18
72,1969,5,Karnataka,Chitradurga,maize,900,2444.44,65.99988,29.33328,41.55548,59399.892,26399.952,37399.932,22,70,6,800,2.5,20
72,1969,5,Karnataka,Chitradurga,chickpea,2800,428.57,7.71426,4.2857,7.71426,21599.928,11999.96,21599.928,20,60,6.5,600,1.5,16
72,1969,5,Karnataka,Chitradurga,cotton,39800,55.28,1.49256,0.66336,1.49256,59403.888,26401.728,59403.888,28,65,6,700,3,22
72,1970,5,Karnataka,Chitradurga,rice,47900,2052.19,51.30475,24.62628,45.14818,2457497.525,1179598.812,2162597.822,25,80,6.5,1200,2,18
72,1970,5,Karnataka,Chitradurga,maize,1100,3363.64,90.81828,40.36368,57.18188,99900.108,44400.048,62900.068,22,70,6,800,2.5,20
72,1970,5,Karnataka,Chitradurga,chickpea,3100,451.61,8.12898,4.5161,8.12898,25199.838,13999.91,25199.838,20,60,6.5,600,1.5,16
72,1970,5,Karnataka,Chitradurga,cotton,45000,86.67,2.34009,1.04004,2.34009,105304.05,46801.8,105304.05,28,65,6,700,3,22
72,1971,5,Karnataka,Chitradurga,rice,49600,2558.47,63.96175,30.70164,56.28634,3172502.8,1522801.344,2791802.464,25,80,6.5,1200,2,18
72,1971,5,Karnataka,Chitradurga,maize,1100,2545.45,68.72715,30.5454,43.27265,75599.865,33599.94,47599.915,22,70,6,800,2.5,20
72,1971,5,Karnataka,Chitradurga,chickpea,1800,388.89,7.00002,3.8889,7.00002,12600.036,7000.02,12600.036,20,60,6.5,600,1.5,16
72,1971,5,Karnataka,Chitradurga,cotton,50800,187.01,5.04927,2.24412,5.04927,256502.916,114001.296,256502.916,28,65,6,700,3,22
72,1972,5,Karnataka,Chitradurga,rice,37300,2219.84,55.496,26.63808,48.83648,2070000.8,993600.384,1821600.704,25,80,6.5,1200,2,18
72,1972,5,Karnataka,Chitradurga,maize,900,1777.78,48.00006,21.33336,30.22226,43200.054,19200.024,27200.034,22,70,6,800,2.5,20
72,1972,5,Karnataka,Chitradurga,chickpea,1800,111.11,1.99998,1.1111,1.99998,3599.964,1999.98,3599.964,20,60,6.5,600,1.5,16
72,1972,5,Karnataka,Chitradurga,cotton,43900,159.45,4.30515,1.9134,4.30515,188996.085,83998.26,188996.085,28,65,6,700,3,22
72,1973,5,Karnataka,Chitradurga,rice,34200,2277.78,56.9445,27.33336,50.11116,1947501.9,934800.912,1713801.672,25,80,6.5,1200,2,18
72,1973,5,Karnataka,Chitradurga,maize,1100,1545.45,41.72715,18.5454,26.27265,45899.865,20399.94,28899.915,22,70,6,800,2.5,20
72,1973,5,Karnataka,Chitradurga,chickpea,1500,466.67,8.40006,4.6667,8.40006,12600.09,7000.05,12600.09,20,60,6.5,600,1.5,16
72,1973,5,Karnataka,Chitradurga,cotton,43800,159.82,4.31514,1.91784,4.31514,189003.132,84001.392,189003.132,28,65,6,700,3,22
72,1974,5,Karnataka,Chitradurga,rice,27700,2046.93,51.17325,24.56316,45.03246,1417499.025,680399.532,1247399.142,25,80,6.5,1200,2,18
72,1974,5,Karnataka,Chitradurga,maize,1200,2916.67,78.75009,35.00004,49.58339,94500.108,42000.048,59500.068,22,70,6,800,2.5,20
72,1974,5,Karnataka,Chitradurga,chickpea,2300,434.78,7.82604,4.3478,7.82604,17999.892,9999.94,17999.892,20,60,6.5,600,1.5,16
72,1974,5,Karnataka,Chitradurga,cotton,40800,176.47,4.76469,2.11764,4.76469,194399.352,86399.712,194399.352,28,65,6,700,3,22
72,1975,5,Karnataka,Chitradurga,rice,38200,2397.91,59.94775,28.77492,52.75402,2290004.05,1099201.944,2015203.564,25,80,6.5,1200,2,18
72,1975,5,Karnataka,Chitradurga,maize,2800,3321.43,89.67861,39.85716,56.46431,251100.108,111600.048,158100.068,22,70,6,800,2.5,20
72,1975,5,Karnataka,Chitradurga,chickpea,1100,454.55,8.1819,4.5455,8.1819,9000.09,5000.05,9000.09,20,60,6.5,600,1.5,16
72,1975,5,Karnataka,Chitradurga,cotton,38800,97.94,2.64438,1.17528,2.64438,102601.944,45600.864,102601.944,28,65,6,700,3,22
72,1976,5,Karnataka,Chitradurga,rice,33500,2011.94,50.2985,24.14328,44.26268,1684999.75,808799.88,1482799.78,25,80,6.5,1200,2,18
72,1976,5,Karnataka,Chitradurga,maize,4500,1288.89,34.80003,15.46668,21.91113,156600.135,69600.06,98600.085,22,70,6,800,2.5,20
72,1976,5,Karnataka,Chitradurga,chickpea,700,428.57,7.71426,4.2857,7.71426,5399.982,2999.99,5399.982,20,60,6.5,600,1.5,16
72,1976,5,Karnataka,Chitradurga,cotton,6000,116.67,3.15009,1.40004,3.15009,18900.54,8400.24,18900.54,28,65,6,700,3,22
72,1977,5,Karnataka,Chitradurga,rice,33800,3073.96,76.849,36.88752,67.62712,2597496.2,1246798.176,2285796.656,25,80,6.5,1200,2,18
72,1977,5,Karnataka,Chitradurga,maize,3800,2657.89,71.76303,31.89468,45.18413,272699.514,121199.784,171699.694,22,70,6,800,2.5,20
72,1977,5,Karnataka,Chitradurga,chickpea,1700,411.76,7.41168,4.1176,7.41168,12599.856,6999.92,12599.856,20,60,6.5,600,1.5,16
72,1977,5,Karnataka,Chitradurga,cotton,22900,165.94,4.48038,1.99128,4.48038,102600.702,45600.312,102600.702,28,65,6,700,3,22
72,1978,5,Karnataka,Chitradurga,rice,38400,2372.4,59.31,28.4688,52.1928,2277504,1093201.92,2004203.52,25,80,6.5,1200,2,18
72,1978,5,Karnataka,Chitradurga,maize,5700,3035.09,81.94743,36.42108,51.59653,467100.351,207600.156,294100.221,22,70,6,800,2.5,20
72,1978,5,Karnataka,Chitradurga,chickpea,700,428.57,7.71426,4.2857,7.71426,5399.982,2999.99,5399.982,20,60,6.5,600,1.5,16
72,1978,5,Karnataka,Chitradurga,cotton,30600,84.97,2.29419,1.01964,2.29419,70202.214,31200.984,70202.214,28,65,6,700,3,22
72,1979,5,Karnataka,Chitradurga,rice,39300,2870.23,71.75575,34.44276,63.14506,2820000.975,1353600.468,2481600.858,25,80,6.5,1200,2,18
72,1979,5,Karnataka,Chitradurga,maize,9000,3877.78,104.70006,46.53336,65.92226,942300.54,418800.24,593300.34,22,70,6,800,2.5,20
72,1979,5,Karnataka,Chitradurga,chickpea,800,375,6.75,3.75,6.75,5400,3000,5400,20,60,6.5,600,1.5,16
72,1979,5,Karnataka,Chitradurga,cotton,32300,108.36,2.92572,1.30032,2.92572,94500.756,42000.336,94500.756,28,65,6,700,3,22
72,1980,5,Karnataka,Chitradurga,rice,53700,3798.88,94.972,45.58656,83.57536,5099996.4,2447998.272,4487996.832,25,80,6.5,1200,2,18
72,1980,5,Karnataka,Chitradurga,maize,13000,2469.23,66.66921,29.63076,41.97691,866699.73,385199.88,545699.83,22,70,6,800,2.5,20
72,1980,5,Karnataka,Chitradurga,chickpea,600,500,9,5,9,5400,3000,5400,20,60,6.5,600,1.5,16
72,1980,5,Karnataka,Chitradurga,cotton,27700,83.03,2.24181,0.99636,2.24181,62098.137,27599.172,62098.137,28,65,6,700,3,22
72,1981,5,Karnataka,Chitradurga,rice,51600,3920.54,98.0135,47.04648,86.25188,5057496.6,2427598.368,4450597.008,25,80,6.5,1200,2,18
72,1981,5,Karnataka,Chitradurga,maize,12000,3100,83.7,37.2,52.7,1004400,446400,632400,22,70,6,800,2.5,20
72,1981,5,Karnataka,Chitradurga,chickpea,700,428.57,7.71426,4.2857,7.71426,5399.982,2999.99,5399.982,20,60,6.5,600,1.5,16
72,1981,5,Karnataka,Chitradurga,cotton,30200,99.34,2.68218,1.19208,2.68218,81001.836,36000.816,81001.836,28,65,6,700,3,22
72,1982,5,Karnataka,Chitradurga,rice,58500,2251.28,56.282,27.01536,49.52816,3292497,1580398.56,2897397.36,25,80,6.5,1200,2,18
72,1982,5,Karnataka,Chitradurga,maize,8000,5850,157.95,70.2,99.45,1263600,561600,795600,22,70,6,800,2.5,20
72,1982,5,Karnataka,Chitradurga,chickpea,600,500,9,5,9,5400,3000,5400,20,60,6.5,600,1.5,16
72,1982,5,Karnataka,Chitradurga,cotton,27000,92.59,2.49993,1.11108,2.49993,67498.11,29999.16,67498.11,28,65,6,700,3,22
72,1983,5,Karnataka,Chitradurga,rice,58500,2548.72,63.718,30.58464,56.07184,3727503,1789201.44,3280202.64,25,80,6.5,1200,2,18
72,1983,5,Karnataka,Chitradurga,maize,14000,2864.29,77.33583,34.37148,48.69293,1082701.62,481200.72,681701.02,22,70,6,800,2.5,20
72,1983,5,Karnataka,Chitradurga,chickpea,800,375,6.75,3.75,6.75,5400,3000,5400,20,60,6.5,600,1.5,16
72,1983,5,Karnataka,Chitradurga,cotton,26200,133.59,3.60693,1.60308,3.60693,94501.566,42000.696,94501.566,28,65,6,700,3,22
72,1984,5,Karnataka,Chitradurga,rice,55100,2355.72,58.893,28.26864,51.82584,3245004.3,1557602.064,2855603.784,25,80,6.5,1200,2,18
72,1984,5,Karnataka,Chitradurga,maize,13500,1807.41,48.80007,21.68892,30.72597,658800.945,292800.42,414800.595,22,70,6,800,2.5,20
72,1984,5,Karnataka,Chitradurga,chickpea,1700,411.76,7.41168,4.1176,7.41168,12599.856,6999.92,12599.856,20,60,6.5,600,1.5,16
72,1984,5,Karnataka,Chitradurga,cotton,21900,146.12,3.94524,1.75344,3.94524,86400.756,38400.336,86400.756,28,65,6,700,3,22
72,1985,5,Karnataka,Chitradurga,rice,23400,1401.71,35.04275,16.82052,30.83762,820000.35,393600.168,721600.308,25,80,6.5,1200,2,18
72,1985,5,Karnataka,Chitradurga,maize,16900,2573.96,69.49692,30.88752,43.75732,1174497.948,521999.088,739498.708,22,70,6,800,2.5,20
72,1985,5,Karnataka,Chitradurga,chickpea,4200,309.52,5.57136,3.0952,5.57136,23399.712,12999.84,23399.712,20,60,6.5,600,1.5,16
72,1985,5,Karnataka,Chitradurga,cotton,22000,95.45,2.57715,1.1454,2.57715,56697.3,25198.8,56697.3,28,65,6,700,3,22
72,1986,5,Karnataka,Chitradurga,rice,47000,2106.38,52.6595,25.27656,46.34036,2474996.5,1187998.32,2177996.92,25,80,6.5,1200,2,18
72,1986,5,Karnataka,Chitradurga,maize,14000,2785.71,75.21417,33.42852,47.35707,1052998.38,467999.28,662998.98,22,70,6,800,2.5,20
72,1986,5,Karnataka,Chitradurga,chickpea,4000,250,4.5,2.5,4.5,18000,10000,18000,20,60,6.5,600,1.5,16
72,1986,5,Karnataka,Chitradurga,cotton,23000,173.91,4.69557,2.08692,4.69557,107998.11,47999.16,107998.11,28,65,6,700,3,22
72,1987,5,Karnataka,Chitradurga,rice,40000,2450,61.25,29.4,53.9,2450000,1176000,2156000,25,80,6.5,1200,2,18
72,1987,5,Karnataka,Chitradurga,maize,19000,3210.53,86.68431,38.52636,54.57901,1647001.89,732000.84,1037001.19,22,70,6,800,2.5,20
72,1987,5,Karnataka,Chitradurga,chickpea,4000,250,4.5,2.5,4.5,18000,10000,18000,20,60,6.5,600,1.5,16
72,1987,5,Karnataka,Chitradurga,cotton,21000,333.33,8.99991,3.99996,8.99991,188998.11,83999.16,188998.11,28,65,6,700,3,22
72,1988,5,Karnataka,Chitradurga,rice,45000,2311.11,57.77775,27.73332,50.84442,2599998.75,1247999.4,2287998.9,25,80,6.5,1200,2,18
72,1988,5,Karnataka,Chitradurga,maize,27900,2724.01,73.54827,32.68812,46.30817,2051996.733,911998.548,1291997.943,22,70,6,800,2.5,20
72,1988,5,Karnataka,Chitradurga,chickpea,1500,333.33,5.99994,3.3333,5.99994,8999.91,4999.95,8999.91,20,60,6.5,600,1.5,16
72,1988,5,Karnataka,Chitradurga,cotton,40200,318.41,8.59707,3.82092,8.59707,345602.214,153600.984,345602.214,28,65,6,700,3,22
72,1989,5,Karnataka,Chitradurga,rice,54900,2602.91,65.07275,31.23492,57.26402,3572493.975,1714797.108,3143794.698,25,80,6.5,1200,2,18
72,1989,5,Karnataka,Chitradurga,maize,24100,3958.51,106.87977,47.50212,67.29467,2575802.457,1144801.092,1621801.547,22,70,6,800,2.5,20
72,1989,5,Karnataka,Chitradurga,chickpea,1700,294.12,5.29416,2.9412,5.29416,9000.072,5000.04,9000.072,20,60,6.5,600,1.5,16
72,1989,5,Karnataka,Chitradurga,cotton,41400,198.07,5.34789,2.37684,5.34789,221402.646,98401.176,221402.646,28,65,6,700,3,22
72,1990,5,Karnataka,Chitradurga,rice,58610,3023.89,75.59725,36.28668,66.52558,4430754.823,2126762.315,3899064.244,25,80,6.5,1200,2,18
72,1990,5,Karnataka,Chitradurga,maize,25380,2412.92,65.14884,28.95504,41.01964,1653477.559,734878.9152,1041078.463,22,70,6,800,2.5,20
72,1990,5,Karnataka,Chitradurga,chickpea,2820,173.76,3.12768,1.7376,3.12768,8820.0576,4900.032,8820.0576,20,60,6.5,600,1.5,16
72,1990,5,Karnataka,Chitradurga,cotton,36180,230.79,6.23133,2.76948,6.23133,225449.5194,100199.7864,225449.5194,28,65,6,700,3,22
72,1991,5,Karnataka,Chitradurga,rice,41090,2559.02,63.9755,30.70824,56.29844,2628753.295,1261801.582,2313302.9,25,80,6.5,1200,2,18
72,1991,5,Karnataka,Chitradurga,maize,34520,3437.72,92.81844,41.25264,58.44124,3204092.549,1424041.133,2017391.605,22,70,6,800,2.5,20
72,1991,5,Karnataka,Chitradurga,chickpea,3450,295.65,5.3217,2.9565,5.3217,18359.865,10199.925,18359.865,20,60,6.5,600,1.5,16
72,1991,5,Karnataka,Chitradurga,cotton,31880,422.52,11.40804,5.07024,11.40804,363688.3152,161639.2512,363688.3152,28,65,6,700,3,22
72,1992,5,Karnataka,Chitradurga,rice,71190,2985.11,74.62775,35.82132,65.67242,5312749.523,2550119.771,4675219.58,25,80,6.5,1200,2,18
72,1992,5,Karnataka,Chitradurga,maize,55490,3342.4,90.2448,40.1088,56.8208,5007683.952,2225637.312,3152986.192,22,70,6,800,2.5,20
72,1992,5,Karnataka,Chitradurga,chickpea,3270,366.97,6.60546,3.6697,6.60546,21599.8542,11999.919,21599.8542,20,60,6.5,600,1.5,16
72,1992,5,Karnataka,Chitradurga,cotton,36210,372.83,10.06641,4.47396,10.06641,364504.7061,162002.0916,364504.7061,28,65,6,700,3,22
72,1993,5,Karnataka,Chitradurga,rice,75540,2921.23,73.03075,35.05476,64.26706,5516742.855,2648036.57,4854733.712,25,80,6.5,1200,2,18
72,1993,5,Karnataka,Chitradurga,maize,42110,3152.93,85.12911,37.83516,53.59981,3584786.822,1593238.588,2257087.999,22,70,6,800,2.5,20
72,1993,5,Karnataka,Chitradurga,chickpea,2780,316.55,5.6979,3.1655,5.6979,15840.162,8800.09,15840.162,20,60,6.5,600,1.5,16
72,1993,5,Karnataka,Chitradurga,cotton,30820,356.26,9.61902,4.27512,9.61902,296458.1964,131759.1984,296458.1964,28,65,6,700,3,22
72,1994,5,Karnataka,Chitradurga,rice,73940,3114.01,77.85025,37.36812,68.50822,5756247.485,2762998.793,5065497.787,25,80,6.5,1200,2,18
72,1994,5,Karnataka,Chitradurga,maize,48030,3179.05,85.83435,38.1486,54.04385,4122623.831,1832277.258,2595726.116,22,70,6,800,2.5,20
72,1994,5,Karnataka,Chitradurga,chickpea,3000,660,11.88,6.6,11.88,35640,19800,35640,20,60,6.5,600,1.5,16
72,1994,5,Karnataka,Chitradurga,cotton,35090,274.72,7.41744,3.29664,7.41744,260277.9696,115679.0976,260277.9696,28,65,6,700,3,22
72,1995,5,Karnataka,Chitradurga,rice,72320,2992.81,74.82025,35.91372,65.84182,5411000.48,2597280.23,4761680.422,25,80,6.5,1200,2,18
72,1995,5,Karnataka,Chitradurga,maize,46580,3044.65,82.20555,36.5358,51.75905,3829134.519,1701837.564,2410936.549,22,70,6,800,2.5,20
72,1995,5,Karnataka,Chitradurga,chickpea,1860,311.83,5.61294,3.1183,5.61294,10440.0684,5800.038,10440.0684,20,60,6.5,600,1.5,16
72,1995,5,Karnataka,Chitradurga,cotton,29410,319.62,8.62974,3.83544,8.62974,253800.6534,112800.2904,253800.6534,28,65,6,700,3,22
72,1996,5,Karnataka,Chitradurga,rice,78110,3012.67,75.31675,36.15204,66.27874,5882991.343,2823835.844,5177032.381,25,80,6.5,1200,2,18
72,1996,5,Karnataka,Chitradurga,maize,64120,3468.81,93.65787,41.62572,58.96977,6005342.624,2669041.166,3781141.652,22,70,6,800,2.5,20
72,1996,5,Karnataka,Chitradurga,chickpea,3220,425.47,7.65846,4.2547,7.65846,24660.2412,13700.134,24660.2412,20,60,6.5,600,1.5,16
72,1996,5,Karnataka,Chitradurga,cotton,33680,334.92,9.04284,4.01904,9.04284,304562.8512,135361.2672,304562.8512,28,65,6,700,3,22
72,1997,5,Karnataka,Chitradurga,rice,73040,3396.63,84.91575,40.75956,74.72586,6202246.38,2977078.262,5457976.814,25,80,6.5,1200,2,18
72,1997,5,Karnataka,Chitradurga,maize,109950,2387.18,64.45386,28.64616,40.58206,7086701.907,3149645.292,4461997.497,22,70,6,800,2.5,20
72,1997,5,Karnataka,Chitradurga,chickpea,3790,332.45,5.9841,3.3245,5.9841,22679.739,12599.855,22679.739,20,60,6.5,600,1.5,16
72,1997,5,Karnataka,Chitradurga,cotton,19010,287.74,7.76898,3.45288,7.76898,147688.3098,65639.2488,147688.3098,28,65,6,700,3,22
72,1998,5,Karnataka,Chitradurga,rice,127600,3278.6,81.965,39.3432,72.1292,10458734,5020192.32,9203685.92,25,80,6.5,1200,2,18
72,1998,5,Karnataka,Chitradurga,maize,137070,3563.73,96.22071,42.76476,60.58341,13188972.72,5861765.653,8304168.009,22,70,6,800,2.5,20
72,1998,5,Karnataka,Chitradurga,chickpea,5110,536.2,9.6516,5.362,9.6516,49319.676,27399.82,49319.676,20,60,6.5,600,1.5,16
72,1998,5,Karnataka,Chitradurga,cotton,53080,197.06,5.32062,2.36472,5.32062,282418.5096,125519.3376,282418.5096,28,65,6,700,3,22
72,1999,5,Karnataka,Chitradurga,rice,132990,3245.73,81.14325,38.94876,71.40606,10791240.82,5179795.592,9496291.919,25,80,6.5,1200,2,18
72,1999,5,Karnataka,Chitradurga,maize,67010,2291.6,61.8732,27.4992,38.9572,4146123.132,1842721.392,2610521.972,22,70,6,800,2.5,20
72,1999,5,Karnataka,Chitradurga,chickpea,5060,397.23,7.15014,3.9723,7.15014,36179.7084,20099.838,36179.7084,20,60,6.5,600,1.5,16
72,1999,5,Karnataka,Chitradurga,cotton,24160,184.6,4.9842,2.2152,4.9842,120418.272,53519.232,120418.272,28,65,6,700,3,22
72,2000,5,Karnataka,Chitradurga,rice,131900,3457.16,86.429,41.48592,76.05752,11399985.1,5471992.848,10031986.89,25,80,6.5,1200,2,18
72,2000,5,Karnataka,Chitradurga,maize,174900,3333.33,89.99991,39.99996,56.66661,15740984.26,6995993.004,9910990.089,22,70,6,800,2.5,20
72,2000,5,Karnataka,Chitradurga,chickpea,5300,566.04,10.18872,5.6604,10.18872,54000.216,30000.12,54000.216,20,60,6.5,600,1.5,16
72,2000,5,Karnataka,Chitradurga,cotton,22600,270.8,7.3116,3.2496,7.3116,165242.16,73440.96,165242.16,28,65,6,700,3,22
72,2001,5,Karnataka,Chitradurga,rice,119290,3165.4,79.135,37.9848,69.6388,9440014.15,4531206.792,8307212.452,25,80,6.5,1200,2,18
72,2001,5,Karnataka,Chitradurga,maize,58560,2529.2,68.2884,30.3504,42.9964,3998968.704,1777319.424,2517869.184,22,70,6,800,2.5,20
72,2001,5,Karnataka,Chitradurga,chickpea,10090,425.17,7.65306,4.2517,7.65306,77219.3754,42899.653,77219.3754,20,60,6.5,600,1.5,16
72,2001,5,Karnataka,Chitradurga,cotton,27920,155.09,4.18743,1.86108,4.18743,116913.0456,51961.3536,116913.0456,28,65,6,700,3,22
72,2002,5,Karnataka,Chitradurga,rice,84700,2832.35,70.80875,33.9882,62.3117,5997501.125,2878800.54,5277800.99,25,80,6.5,1200,2,18
72,2002,5,Karnataka,Chitradurga,maize,178140,1553.44,41.94288,18.64128,26.40848,7471704.643,3320757.619,4704406.627,22,70,6,800,2.5,20
72,2002,5,Karnataka,Chitradurga,chickpea,8480,389.15,7.0047,3.8915,7.0047,59399.856,32999.92,59399.856,20,60,6.5,600,1.5,16
